error rates : 124
original, flowids, expected
324 -376545954 21
324 506660813 324
324 1022069171 304
323 467317766 2
323 -1846116232 315
322 1013370951 314
322 693811266 291
322 -1903279717 2
322 1575962154 12
322 -677101689 320
322 -1856167825 2
322 -529645793 320
322 1875466695 284
321 -220055164 288
321 818997706 9
321 -1045852167 4
320 -1891759571 20
320 151283692 205
320 291210459 8
320 2128023420 6
320 1337160411 8
319 1325820496 289
317 -1827538302 4
317 -813441614 263
317 -2094584795 2
317 -613996410 203
315 -663369455 272
315 -1225675397 207
315 1425695529 7
315 -655863763 212
315 -1372666347 24
315 -1238580979 18
315 203923104 2
315 1732960625 18
315 -135813133 6
314 555856543 4
314 322569592 292
314 1089146605 23
314 -1263585610 312
314 -1350677533 4
314 2051542917 8
314 1241778496 2
314 106651183 136
314 -173581234 312
314 -174968422 4
313 941519167 87
313 -1170732143 17
313 -1521013519 190
313 -416762453 313
312 -1164232456 298
312 -863296176 74
312 -1442143686 294
312 -39191760 2
312 -475050614 2
312 1680931008 2
312 -583511114 174
312 1019333622 312
312 1138012982 48
310 1880899918 310
310 1032350718 45
310 1950429660 103
310 1432452366 218
309 508742311 253
309 467499773 215
309 -1555657102 139
309 -1617636883 18
309 1882074452 147
309 -997496691 54
309 -338437299 8
308 1959966947 159
308 2139351683 134
308 -1036984946 308
308 1780953678 204
307 -1983464459 305
307 -855621764 4
307 -1394917036 284
307 -397806769 28
306 988725091 238
306 1707930646 304
306 1110308058 25
305 1059201827 286
305 -1586128666 176
305 -1445233041 3
304 -822427804 180
304 -269393036 192
304 247843399 16
303 -673355896 303
303 -466891071 303
303 -2033976795 294
303 429202146 3
303 1886563538 30
303 322619316 280
303 1598045490 258
303 -251190034 2
303 878349890 10
302 994697340 302
302 1377385917 20
302 -756662440 2
302 -540892051 262
302 956944635 8
300 1722565859 144
300 1603994076 2
300 1483202076 150
299 372678566 46
299 -502858028 3
299 -1529495205 4
299 -1047855766 2
299 1591748508 2
299 -153213029 2
299 -101982133 260
299 2059955226 30
299 -1462439174 259
298 1583210184 278
298 -1146346727 2
298 957827919 282
298 -1270477895 2
298 1804896754 257
297 239631750 10
297 -1205515110 2
297 -1463198851 297
297 113432260 21
297 960188862 8
297 1032138495 3
297 -986125005 36
297 299227878 2
297 -567292661 2
297 918274524 276
296 -1639273377 260
296 442018112 293
296 -937776400 3
296 -153599011 44
296 -1054939843 252
295 -1862002853 289
295 -987145212 265
295 -584769620 12
295 -819334389 6
295 117964040 257
295 -799523132 18
295 -192557400 2
294 863909523 292
292 1236620242 292
292 -654182406 150
291 1299774248 262
291 -733360191 283
291 1894318984 2
291 1457018512 2
290 1339053121 66
290 -564898007 28
290 -2063902263 3
290 -1936030856 32
290 744799130 110
290 -2102795427 290
290 -1992180981 286
290 1078855201 187
290 1792026183 20
290 -729652994 258
290 1718419743 252
289 -908333921 14
289 -2146209608 171
289 1704729997 16
289 -1940633829 6
289 -352067573 271
289 1016086477 2
289 1770723493 256
289 11903697 117
289 1139343413 6
289 -351229385 6
289 -1773392865 38
289 -175587973 36
288 -452813937 250
288 5836981 2
288 151609028 241
288 130076330 158
288 281784336 258
288 -1057704477 255
288 -118929509 2
288 601284861 92
288 1064324333 3
288 -1367422212 284
287 1934924387 275
287 833839809 276
287 2026494355 4
287 -854413365 277
287 -861063251 4
286 1925868286 266
286 -226212987 10
286 -2109074024 240
286 -1241796880 42
286 -1780361635 260
286 373607867 16
286 -925353937 260
286 2067510923 4
285 791949513 219
285 -1557133951 12
285 1429985793 80
285 -180493326 232
285 -90616895 76
284 -1645075197 70
284 78893433 176
284 980673699 132
284 -743276640 280
284 -229666296 284
284 -192744837 166
284 -460885213 4
284 -187225408 2
284 341159600 4
283 -424455780 270
282 191147405 89
282 2089298597 164
282 628467264 262
282 -205314069 2
282 1622341580 282
281 -1795836056 248
281 -718905361 275
281 -113279021 54
281 -1734601469 5
281 -144351845 222
280 -84438151 268
280 -1395571940 20
280 1583242101 4
280 -1653208277 2
280 -1677398753 184
280 176770825 90
280 -698331381 42
280 -1242538544 272
280 510665426 4
280 54838805 272
279 394496755 6
279 -547816780 266
279 529135443 100
279 215808155 226
279 188971903 18
279 -898879331 2
279 10522215 2
278 1039822024 117
278 -1813272384 6
278 -2001213876 8
278 -2048041204 250
278 1511572865 13
278 1196869814 96
278 -528721967 2
278 2127313916 2
277 2007876913 251
277 86330022 228
277 -184894249 264
277 -1809939886 4
277 -1575209891 260
276 1061242370 142
276 -1125517214 270
276 -1799696258 260
276 240974246 4
275 1750482297 263
275 2030120977 6
274 224692064 270
274 -1858343883 124
274 -47574907 146
273 1186220487 165
273 -1047428161 11
273 -1792097681 10
273 -198583808 16
273 -1737356600 232
273 -740838433 126
273 850607495 2
273 -1757734633 12
272 -175813858 9
272 -2015288522 2
271 -1612026646 269
270 1216863407 234
270 -290131523 268
270 2014831328 244
269 2137525633 244
269 700590666 121
269 776517849 211
269 -70506260 13
269 1992630281 2
269 593106282 2
269 1614409897 47
269 -1007692299 254
269 -2032164897 4
268 135135759 136
268 1110385462 266
268 -393233820 258
268 519325139 220
268 -2024355351 2
267 891632935 4
267 -1438046069 4
266 1296800663 48
266 1297442807 6
266 2087560645 192
266 -472144630 2
266 484726701 204
266 -2056036250 17
266 505950653 2
266 -1102017959 187
265 -1761722004 257
265 674325663 239
265 293973548 6
265 522539175 14
264 1680285980 8
264 314050988 207
264 -720332405 174
264 2023938222 264
264 479058214 252
264 -407907884 236
263 596480408 237
263 -787927318 257
263 2118214522 27
263 -847654452 82
263 563170690 3
263 -1176230704 4
263 -1841144676 144
263 -696463713 2
262 1387822920 262
262 -908992607 234
261 -1900318504 261
261 36721076 192
260 1141949585 32
260 -471040753 2
260 -546827289 204
259 1237709709 202
259 1374964093 228
259 -1252262842 259
259 899957589 6
259 -1859067405 17
259 241270160 9
259 -723895234 128
259 1355850525 7
258 279064106 256
258 -1891577832 234
258 -1402452678 3
258 -1813822302 8
258 -220770498 2
258 291806506 11
258 26591003 80
258 430294939 178
258 -1193197048 20
258 -1250163294 222
257 1383597590 228
257 -303367790 199
257 1066195620 9
257 34913118 2
257 -710155844 32
257 -257733120 20
257 1246540855 6
257 -647530504 10
257 1483843280 20
256 864817277 4
256 -54382525 210
256 -2044258717 36
256 1418065781 2
256 -30513237 213
256 -2118872453 46
256 135897997 128
255 1894333167 69
255 -799765159 96
255 919531991 90
254 1200357036 227
254 -1579399354 70
254 1620046756 223
254 79579841 108
254 -200258812 2
254 252415376 254
254 -164896308 2
254 -1770268204 2
253 358148678 87
253 -132836838 30
253 -577208472 200
253 -76586611 4
253 1659315960 2
252 -937716116 54
252 1830522164 24
252 -428443462 2
252 -114209237 209
252 284296171 150
252 2039587543 36
251 242002485 143
251 1137442537 7
251 632765152 21
251 805941195 229
251 -1763833873 124
251 -736678817 2
251 2017015224 245
251 1038884488 142
250 -1018428079 8
250 -1954426343 16
249 -1878646189 6
249 1014926678 108
249 -976910693 20
249 -4889712 236
249 393918327 249
248 -2019452458 46
248 1839215902 207
248 307777320 234
248 -163185096 9
248 2028052960 2
248 -1766490334 6
247 609590632 247
247 151196986 224
247 -794175995 242
247 -1183377947 66
246 -1740425637 240
246 -357586772 20
246 -860463084 148
246 1042062369 226
246 1452381620 76
246 1049945966 246
246 -173211268 4
246 617331333 206
245 1140486690 204
245 -536656408 242
245 -1137571695 130
245 1022593890 28
245 1924880130 41
245 -1433531493 2
245 -811296274 9
245 -246454075 20
245 228193965 38
245 541787565 24
245 2136345066 182
245 -1347280122 118
244 674261821 126
244 -543222011 223
244 -833233477 237
244 287120581 3
244 712552126 4
244 -267253350 236
244 298968249 238
244 -955587264 100
244 -430634453 48
244 -360825536 2
243 -347382955 227
243 -779836913 45
243 1697459152 10
243 291285281 227
243 -1009192770 145
243 -861767335 211
243 274526467 2
243 570534698 42
243 -27643628 8
243 1665570859 239
243 1849523352 66
242 -1405295096 242
242 109531759 242
242 -1453162757 238
242 2120093906 6
242 -724394261 27
242 -2074184949 2
242 1982840380 2
242 1225772551 240
242 -919467237 7
242 -837530435 210
242 -1562184655 201
242 575110301 2
242 790141841 10
242 -950233970 236
242 -1245462222 238
241 617619878 7
241 2049297124 236
240 1071008085 20
240 1959564176 214
240 2065177461 2
240 -1079273693 184
240 1744399099 6
240 1467734587 17
240 979959818 110
239 -1275935570 215
239 1639263212 13
239 1724403004 216
239 -2063104466 4
239 -1505786582 239
239 2118535237 122
239 -45862894 234
238 -898881184 238
238 -921585708 133
238 1262846193 232
238 -75635716 15
238 -1014157531 14
238 -1015659379 224
238 528871323 230
238 866734025 238
238 1729202011 5
238 2105335051 114
238 1380428346 228
238 -134239660 20
238 -806390269 220
237 715226367 224
237 -653478257 62
237 943052926 237
237 1747186147 159
237 -963470650 126
237 2040207649 230
237 -541929633 3
237 1313759570 2
237 280796761 6
236 118140386 200
236 -307094628 194
236 -888967606 236
236 -1151788649 214
236 1221360115 2
236 -79298131 10
236 253457059 2
235 730795521 228
235 -358947763 189
235 -924707853 66
235 -1954420042 8
235 -1277930274 3
235 2030473221 5
235 983133085 4
235 447362163 4
234 -1455379367 103
234 -1998559703 84
234 -1598031895 41
234 2070437894 2
234 313497615 177
234 1043967894 20
234 -452667713 60
234 468851254 18
234 218304257 20
234 -1911864769 146
234 1810578269 226
233 887478385 93
233 -1510623090 8
233 -735004113 122
233 1190524858 16
233 -287755821 212
233 413882537 218
233 516368461 204
233 -1921087837 2
233 -1003850111 12
233 166940729 3
232 1785839806 9
232 -561776871 224
232 -218170242 10
232 -2140149904 9
232 -1724235717 220
232 1381490122 56
232 1419346686 228
232 1215757622 156
232 1687379941 12
232 1068285362 206
232 -1248063078 6
232 -962275376 48
232 253751590 232
232 -167219405 26
232 -807327178 2
231 -909992196 8
231 1227280273 16
231 -1934989774 140
231 1145926472 42
231 -994593990 55
231 808975593 22
231 -1800523750 4
231 1282064408 140
231 476211644 218
230 1826843934 20
230 -1858057782 81
230 1606735324 78
230 725609510 17
230 391770473 230
230 -299158085 186
230 1508666765 10
229 -1283125804 9
229 397448882 216
229 -708788044 7
228 1278822152 228
228 463626329 113
228 -506134420 80
228 -1117957796 18
228 -1096771076 2
228 279075555 12
228 396247766 226
228 111820450 4
228 974366450 18
227 470953130 10
227 -284762875 15
227 230939872 222
226 -700138434 218
226 -1453903363 200
226 -613039930 4
226 -475823129 30
226 -1714578662 8
226 -53200920 224
226 876360876 208
225 -1757923068 212
225 346059050 212
225 4455118 14
225 -663295780 4
225 1393427762 9
225 -2092904716 225
225 290472451 217
225 1082551830 6
225 -782584040 10
225 -1870443188 52
225 -395300252 4
225 -827311433 2
225 -1765973848 188
224 -876742739 216
224 576973070 104
224 -338897246 120
224 -214113432 40
224 -630549615 180
224 -1325270447 40
223 -1467115623 223
223 1179710629 12
223 1934928878 54
223 -1325525477 3
223 845465118 132
223 -1163414605 3
222 816585041 197
222 79664962 84
222 94814238 7
222 -1785534281 4
222 1698234682 206
222 -597457007 2
222 -1410777383 166
222 -1081775962 6
222 -423279042 128
222 -1006597719 208
222 126431751 2
222 1273857246 93
222 89998826 48
222 1416194242 2
222 -1147588095 6
221 -714964122 209
221 1686350751 219
221 -1405535523 215
221 -1799291946 10
221 552512075 3
221 373528596 219
221 -1393784971 2
221 2114159653 2
220 302979613 190
220 -527890766 218
220 2070253401 216
220 753295839 198
220 -1139274742 198
220 2042607830 9
220 -2111617026 44
220 -1000197691 8
220 -1728015823 2
220 -868457402 20
220 -798611588 220
220 -611143769 220
219 -1672972225 197
219 1841047004 183
219 -1822690583 219
219 1616668513 3
219 317625976 2
219 -892988498 5
219 1158014993 20
219 -1370920209 216
219 -256854058 166
218 304946633 202
218 -1602402482 218
218 -803359283 33
218 952270868 30
218 83053434 2
218 858129552 20
218 -198490797 2
218 1980570041 16
218 656311531 184
218 412465240 5
218 1002815034 216
218 -327123542 214
218 1427813638 102
218 1040417256 110
218 1709443992 4
218 342664120 2
218 -2093537857 172
217 -667328654 193
217 1384532232 7
217 751829036 10
217 -837510990 217
217 2112801495 9
217 -482538024 4
217 -1433368319 96
216 441986377 212
216 -990751801 164
216 923513051 2
216 -921945881 2
216 386862064 20
216 1842810005 20
216 -1626035592 128
216 -46875085 216
216 1687164789 196
216 395499219 200
216 -42977115 4
215 1023441972 12
215 -1643116619 8
215 -1059853555 21
215 -597892617 199
215 1646503540 179
215 2071262286 14
215 2096363088 196
215 718550552 5
215 -1233241278 168
215 916080716 30
215 268029006 20
215 15377376 5
215 -629724596 20
215 -1752702402 195
215 1275112592 2
215 -1663672091 166
215 2125618800 4
215 -1935024172 140
214 18554317 20
214 1998450086 4
214 -1153048645 2
214 -958271485 180
214 1889080459 96
214 -1586046434 214
214 -285448477 2
213 14963120 205
213 1435466344 8
213 832409988 37
212 -1488224600 212
212 929943367 9
212 -1674256164 194
212 -1459583888 212
212 1285768452 12
212 1101148878 208
212 403605294 2
212 -883522804 6
211 -1737687601 211
211 -758383077 122
211 -1271268721 184
211 -1071110909 8
211 -1969529661 81
210 189995952 190
210 -1173649863 4
210 -1930157500 160
210 431387649 3
210 1526329724 2
209 1738402798 2
208 -1729936720 11
208 1389609084 6
208 -616513180 20
208 -204257249 6
208 -1244633993 12
208 712117177 196
208 -1012460478 184
208 -324984 189
208 1970829235 200
208 530712697 20
208 1220224240 8
208 1391964113 2
208 2082837612 200
208 -482068777 2
207 1502057288 204
207 898981634 3
207 1501233367 25
207 -830258759 180
207 -1315084327 17
207 711763578 12
207 161719856 3
207 413736015 118
207 893778409 7
207 585902391 4
207 -1165258828 204
207 -1962861513 4
206 -1672231770 23
206 123040985 186
206 -1623536223 66
206 431362135 6
206 538248761 200
206 -1049374107 4
206 176188318 204
206 -1314367151 136
206 -394403689 6
206 -1147189419 202
206 2048358269 204
206 -1005691559 44
205 -102126388 177
205 1732180911 8
205 1756116333 2
205 66632789 13
205 -1986830215 193
205 300163789 20
205 -2075638216 20
205 1194730803 162
205 1592109460 4
205 1602206005 164
205 1149831875 20
204 -2092632610 180
204 -1783731245 192
203 -648446051 164
203 1740648862 73
203 964810285 2
203 -2137452371 23
203 -1922025397 10
203 350368093 16
203 18182467 201
203 1352472788 188
203 -455812734 4
203 -1202913261 147
203 2142849710 188
203 -1537627094 55
203 -1490906259 2
202 -26305698 4
202 -1463759699 66
202 -681363506 5
202 2034038383 151
202 1779212928 4
202 1051183389 134
202 -1482999080 10
202 1554429835 12
202 -710497146 189
202 508646472 8
202 -1624194208 151
202 -2137167178 2
202 -1501801210 4
201 -1898132648 2
201 202843992 5
201 -848202135 168
201 -1220270680 4
201 1045707346 12
201 1358747706 7
201 -187195560 184
201 -878071960 2
200 -1517326507 17
200 -531546088 2
200 -890881657 2
200 -965029815 2
200 -950136289 196
200 128643559 22
200 -875316932 132
200 -962907847 170
200 1447931011 174
199 -1380978562 4
199 459182554 132
199 -1927057514 188
199 -1388554382 14
199 -383002023 8
198 -671259789 10
198 -1163659247 198
198 887124588 172
198 -1743768084 196
198 -856320300 192
198 -646520587 2
198 -818225781 106
198 310224295 6
198 -1496223232 178
198 2008473492 2
198 -946749076 2
198 105359359 192
198 -436789470 198
197 76717927 171
197 -1377164165 183
197 566001564 10
197 -1881438240 48
197 800536031 26
197 861442104 10
196 61039356 12
196 2054421894 7
196 -350400229 57
196 70584651 10
196 581592115 186
196 2140258824 8
196 -1771054501 132
196 -1267671836 102
196 1369694067 163
196 257581115 188
196 2046511277 2
196 1373151644 168
195 -1146474601 11
195 -893176617 2
195 -1980255297 180
195 121389201 2
195 -238880297 12
195 -1484016889 2
195 -373002817 4
194 1628240180 4
194 1057212422 128
194 1159619918 20
194 -1896800729 41
194 696509574 2
194 91698653 2
194 -317375721 129
194 1581537142 3
194 859820722 194
194 -1652782366 178
194 1574084558 188
194 -1324030609 24
194 -899430592 3
194 -1509601702 186
193 -1613682693 157
193 -1781644178 20
193 1463395848 168
193 -997751754 160
192 -1565411456 2
192 1345755781 189
192 2066718985 10
192 -1648415674 10
192 843226074 8
192 1135928264 192
192 -881154961 176
192 -1657911627 6
192 -1931872334 184
192 2070259760 38
192 765352536 2
192 -54616149 190
192 332682725 20
192 -1422867343 190
192 -1400001251 8
192 -582813913 22
192 -1658706083 144
192 157712072 20
192 135381781 30
192 610137089 2
192 1448974120 126
192 -2090888273 2
192 1119037773 4
191 1295578583 86
191 -549516284 189
191 -1676650788 116
191 1890193737 170
191 -1443958163 156
191 -1863601533 8
191 -218965403 191
191 1066254271 174
191 1965175241 191
191 436360036 7
191 1623561175 4
191 -470449751 2
191 -1022561356 162
190 1590101030 176
190 1277313154 177
190 -1258647247 170
190 -747895707 182
190 849724299 36
190 -413717644 3
190 150638579 190
190 1930415923 172
190 904190763 20
190 -979699132 2
190 -1897379812 2
190 -1409158084 160
190 -444788340 10
189 2047904717 66
189 -32690180 2
189 -1419177326 187
189 -1715854148 84
189 -1562409779 176
189 -890076327 172
189 -610000527 2
189 -1192262679 10
188 -1256350499 5
188 -72330907 8
188 -148600444 179
188 1886970520 176
188 -1869182570 188
188 1398319488 12
188 1655984373 152
187 -1772428672 20
187 778403376 4
187 -825578115 167
187 -666910098 181
187 -1616420111 183
187 1548448138 174
187 -887245562 2
187 -1590484531 20
186 -545814828 174
186 1455312065 90
186 -1469891411 146
186 992039853 20
186 -1612615916 6
186 -1648347627 39
186 -347282351 172
186 -289654478 2
186 1312681376 125
186 -2070228192 20
186 -775998726 28
186 -125378934 156
186 1804359767 2
185 1933285086 181
185 403317646 177
185 -293229723 20
185 1497441734 4
185 -121873547 109
185 594731478 8
185 992377408 6
185 -328909747 8
185 -1449574811 20
184 1111062838 165
184 -567352372 184
184 249632653 2
184 1665820110 4
184 -1376188151 20
184 -1241803782 170
184 -1165779616 184
183 -850927186 163
183 476183186 2
183 2087234449 153
183 -658011306 4
183 -320025770 7
183 183768786 152
183 450713720 16
183 -1264091073 22
183 -336526778 68
183 -1700834738 20
183 1763701322 142
182 219599436 180
182 2130137727 3
181 -1414429201 10
181 1027921763 176
181 533745320 4
181 1909680770 60
181 907867547 166
181 -1579610003 2
181 -1274548677 2
181 -1615073248 14
181 367143039 179
181 1484396537 2
181 -663806331 6
181 223544061 161
180 1801386278 176
180 -1294690545 16
180 708484304 2
180 -682797198 2
180 548519479 20
180 1399906688 176
180 -645079991 10
180 452920637 2
180 899364528 2
180 -1961985785 164
179 1512533893 177
179 -1143840482 175
179 1019165160 12
179 -25333117 170
179 478325399 3
179 550728872 155
179 1063265159 170
179 1047748827 2
179 1977240530 4
179 -1586282375 2
178 -230619036 36
178 934307606 10
178 421589480 32
178 2012244346 4
178 2008977276 145
178 -1132102509 128
178 -1768815276 172
178 609456357 172
178 -1602893042 13
178 1250662586 66
178 833025558 2
178 -947733642 128
178 1932129695 48
178 -486013412 4
177 -1539523917 172
177 1001035155 57
177 259469792 72
177 -1503592043 86
177 1644727880 17
177 -806365412 12
177 -1899360791 143
177 32108918 4
177 24103758 162
177 -362066345 30
177 1572153890 166
177 -307765635 4
177 1871187040 2
177 476492476 140
176 259347837 153
176 1505835663 4
176 -1821011080 3
176 -2058870706 174
176 -742020207 10
176 -179686592 12
176 -1652899142 138
176 2087699943 166
176 1896739015 6
176 621805416 116
176 -96870632 32
176 -1192775442 2
176 762953616 150
176 -1505384776 25
176 -340340479 2
176 -8647343 96
176 295053352 20
176 102842400 58
175 -1631128380 175
175 2090030931 128
175 1976116586 20
175 -1007233210 112
175 -1251804034 162
175 -317294227 2
175 -1107103319 166
175 -785406306 132
174 907687454 40
174 1525009640 9
174 968933327 50
174 131146857 140
174 -2120603751 4
174 -2017294613 24
174 1421454098 168
174 -439469570 114
174 -1044429642 6
174 -1594549222 134
174 -2033488010 42
174 -2099381660 20
174 1715307253 2
174 -145962679 2
174 -600207241 20
174 -442613571 4
174 -1554731219 100
174 1732256634 170
174 2014262297 20
174 -561896683 10
174 1656817383 116
173 212116915 116
173 1946626175 4
173 -1469902544 155
173 378327270 20
173 735044765 8
173 397144992 4
173 -1924760178 3
173 -1369329228 88
173 1527530362 146
173 1565594586 8
173 606484583 160
173 -1156198457 16
173 -863728502 2
173 -1123102530 2
172 -6609458 8
172 -1375853751 166
172 943832808 168
172 -1242851914 2
172 2144223491 166
172 -817136506 130
172 -959270972 148
172 -567952194 2
171 -1797754899 169
171 -89967397 98
171 1335400679 20
171 -607487162 9
171 -524830637 15
171 988955570 138
171 1329586116 144
171 -1642742053 2
170 1318730880 123
170 1013225464 23
170 -450501176 11
170 1729390369 170
170 -616335389 8
170 -1516863184 134
170 -2112656477 148
170 550198720 4
169 1175532391 144
169 -746338478 160
169 -1294234855 16
169 -16272790 104
169 172530479 5
169 650958766 138
169 -2127097903 167
169 110380939 8
169 -1393282941 162
168 1954648076 129
168 955899539 164
168 -560987086 129
168 -1520603764 11
168 813236318 24
168 -2070488950 127
168 -2058279629 140
168 365721457 166
168 -718906761 2
168 -1171058156 52
168 1834616574 20
168 -804217197 2
168 997887004 32
168 198908526 144
168 245434252 4
167 -981777986 4
167 -173898786 163
167 445811697 160
167 -446652171 160
166 1239158103 18
166 -1835186849 6
166 -1866777347 27
166 -716532908 162
166 73265939 8
166 -2012006106 8
166 -114930393 106
166 -1228024111 6
166 -344821731 147
166 2089657155 20
166 -777869799 20
166 -1853034021 162
165 -1122989431 4
165 868044139 157
165 160216155 5
165 278587428 4
165 -1870894820 126
165 1696926159 10
165 1655619751 6
165 1878507256 2
164 -1818167134 8
164 864722700 104
164 868325647 20
164 710092478 6
164 1668748254 156
164 501840908 20
164 -1085821941 10
164 -1608709840 8
164 -1627844391 116
164 -162418360 6
164 -1707154134 134
164 -1159591373 164
163 -2014056162 103
163 -1398003882 131
163 1786410425 147
163 105974741 13
163 306389552 8
163 -1297867911 161
163 -199811637 163
163 246998293 112
163 -1442179578 60
163 1733326761 2
162 -1400236872 32
162 -609375534 18
162 -1473765939 9
162 -97008678 28
162 -1103306821 124
162 114250555 153
162 1881053836 10
162 1153316541 158
162 169754009 5
162 16201907 154
162 -2053678031 20
162 -1547400331 4
162 1236329570 62
162 -1086785555 8
162 1083860456 108
162 -448560406 4
162 -1057448691 52
161 2000847389 88
161 86481052 2
161 -348133187 8
161 -521291435 139
161 -1227984693 2
161 98350772 6
161 1069615724 2
161 388024457 150
160 -511484488 14
160 -185616291 36
160 -1506469049 12
160 -1874189442 160
160 952976121 2
160 1074814333 120
160 -194977154 14
160 1602837218 11
160 -83547825 126
160 -2087790342 146
160 -666160569 160
160 1520958963 160
160 1510816848 2
159 1578964346 46
159 1621461809 14
159 689561890 93
159 856334491 100
159 1780338617 14
159 701034457 17
159 341066017 6
159 265102928 2
159 293147366 155
159 -1327826547 32
159 1791712472 134
159 -1269353784 4
159 -394046750 40
159 -1858884120 2
159 211752960 4
159 193207576 2
158 -355396734 4
158 1179025283 155
158 -1221010565 148
158 -1261558886 146
158 34704466 130
158 1508024961 148
158 1343879089 4
158 -1193096442 158
158 1103672828 77
158 -2131338447 154
158 968740728 136
158 -1314377640 156
158 1701561034 28
158 1426714720 20
158 448620601 2
158 368713952 126
157 1941892830 114
157 2076345324 151
157 -695168070 29
157 -1140617931 124
157 -2004796843 142
157 -1536118648 23
157 -1767880982 2
157 -137298110 112
157 1634467260 3
156 -1185476572 33
156 1824500708 123
156 819863931 154
156 -1011131972 12
156 1428926320 156
156 1976115803 149
156 -2105687942 156
156 -1867049792 7
156 517532961 4
156 438671323 2
156 -960801528 4
155 -1595008500 42
155 -1666682034 43
155 1142458394 6
155 -1465939534 2
155 -1197197564 2
155 -662747042 20
155 -448214556 101
155 1440269335 139
155 -229570451 150
155 1570341156 132
155 1686122634 92
154 855225683 147
154 -128267359 2
154 252231550 154
154 -504035452 129
154 -1805912270 140
154 -2065131848 154
154 2017956090 8
154 733785637 20
154 192637497 18
154 -896088647 4
154 -104506925 154
154 -371836254 12
154 -1823996449 136
154 -1283460297 152
154 -1680395548 152
154 1205347521 148
153 -1441232862 131
153 800567563 153
153 1217350190 22
152 1072033986 120
152 355989320 123
152 1954232592 26
152 -1320842674 4
152 1450813214 150
152 -472049833 122
152 1477457295 152
152 999690441 8
152 -54303399 150
152 -667990363 144
151 557114036 126
151 1323348599 2
151 1795763106 135
151 347665968 110
151 -1463605170 139
151 -1417543754 89
151 890169498 4
151 -1117932888 2
151 -441161208 20
151 1087914060 149
151 1594011198 110
151 1215605506 4
151 -1335061003 20
151 -1252056734 2
150 1562293887 150
150 998646152 123
150 776048507 2
150 -302165971 4
150 -348607364 100
150 288130051 4
150 691351090 130
150 409374450 4
150 -1858036962 6
150 1184882821 22
150 1646204662 122
150 1827841572 122
150 256213440 4
150 -1251419971 82
150 1856970839 150
150 -1055466958 4
149 2037683710 15
149 1692238342 145
149 -766484723 146
149 -1114184911 6
149 1129776083 127
149 -1496179721 22
149 1064860244 9
149 -1941123276 134
149 877163774 2
149 2024230403 124
149 1948959843 8
149 609220542 2
149 -70816649 5
149 -1964983408 43
149 878989198 52
149 -2059984296 144
149 56032041 44
148 -1264593192 21
148 -714518773 144
148 -719981713 13
148 -139078544 127
148 787092735 148
148 -1530136384 132
148 442638278 128
148 -1674951963 148
148 1001996243 37
148 503299113 29
148 -306224378 116
148 -1985338594 8
148 390236063 110
148 -300470417 10
148 1100124473 92
148 -1563184279 92
148 2129847207 108
148 322776566 2
148 -806656711 25
148 -2053397903 9
148 -567118112 6
148 -1757242894 6
148 -1483631632 148
148 1613181096 134
148 -1481728436 24
147 1296809117 123
147 2129694860 2
147 -848378944 140
147 2010957908 9
147 1054595474 4
147 -1460838624 2
147 1613408366 5
146 1441106227 13
146 -2013097454 144
146 -1882717905 4
146 -1199147084 14
146 1304961485 132
146 -41163035 4
146 -575425570 22
146 -2006515535 120
146 997889021 4
146 337117810 114
146 1144590716 128
146 659281314 74
146 -1422337572 2
146 -1227516910 114
146 -460690532 128
146 -135929054 2
146 -2081910581 2
146 1935300676 10
146 534799429 6
146 956826863 6
146 -1841538576 146
146 588806020 2
146 -1568102771 118
145 -1640181313 10
145 -457073338 145
145 1335982284 103
145 870454749 145
145 736274936 145
145 -1723490122 3
145 -2066824946 128
145 -1247682025 2
145 -1814149518 20
144 363366556 39
144 1472423067 8
144 -401931284 138
144 1857168727 126
144 229382559 4
144 -123303444 15
144 -393001295 144
144 290496117 112
144 -1876638421 116
144 1341964148 105
144 165315359 6
144 -22626532 2
144 -454197148 2
144 -410339677 20
144 -2120739781 2
144 1302073002 120
144 -909459990 142
144 1137747012 4
144 262769941 28
144 -612918961 10
144 -1210131901 114
144 -664516527 14
143 1016509752 141
143 1786928196 7
143 1810201930 13
143 -523620129 133
143 1363186461 44
143 -737285948 12
143 -778578092 47
143 -1602218324 2
143 -1345007988 74
143 -315942101 104
143 -1758170012 4
143 478929455 6
143 -1637110252 42
142 323099558 2
142 503182155 83
142 -1356804646 115
142 -358271685 67
142 1335233628 142
142 -1195541201 2
142 -1259193270 112
142 1781320248 4
142 -1975259113 104
142 144633249 2
142 233346494 2
142 -884166313 2
142 1086819835 132
142 -608722398 8
142 -2096587854 142
141 -317940969 102
141 1047432797 117
141 1427118604 4
141 -298987332 8
141 1856150753 4
141 1738585181 137
141 1056123521 3
141 2026911661 4
141 -515578123 128
141 1821823205 20
140 -1204417387 140
140 23756956 8
140 -1583852541 4
140 -1238660742 124
140 1774500152 80
140 -839368369 140
140 -1224618595 12
140 -167043259 8
140 -644367343 128
140 2022112576 138
140 2011318531 114
140 1368878468 114
140 1551753252 12
140 -2057341268 10
140 556133520 8
140 1566611140 6
140 -742429637 4
140 -1652721648 124
140 -1708260898 4
140 949855163 12
140 40350033 2
140 -919366508 128
140 2687472 2
140 1129463373 112
140 1079157615 4
140 -967389469 128
139 -917349030 124
139 658174637 10
