error rates: 246
267 1192615670 255
267 1239158103 18
267 -515578123 128
267 1718419743 252
266 -84438151 268
266 -1275935570 215
266 1110385462 266
266 -1405833730 8
266 1291373933 811
265 -488510297 2
265 -1346552465 74
265 1464613475 112
265 -1676689065 298
264 979120056 22
264 -1832086577 2
264 117964040 257
264 -977365064 276
263 2011490401 29
263 1454011721 524
262 -1805912270 140
262 -1227164113 14
262 -32503929 12
262 176188318 204
262 -140380969 288
262 -1342678712 8
262 -1631049929 248
262 974366450 18
262 1983622910 56
262 -232820526 2
260 1125524090 3
260 -731942396 4
260 -393233820 258
260 -540892051 262
260 666396802 422
260 -925353937 260
259 -277334408 2
259 -1251804034 162
259 -1007692299 254
259 861442104 10
259 1631872664 4
258 -1255569936 14
258 867778686 28
257 -265490206 261
257 2007876913 251
257 -477268946 700
257 164188546 2
257 -261244275 276
257 1109469884 364
257 1804896754 257
257 1196551401 2
256 2137525633 244
256 859123311 10
256 -453358774 74
256 715226367 224
256 688686722 564
256 1601996183 20
256 1959579210 4
256 1965833999 46
256 2017573132 264
255 1620046756 223
255 -1000467757 257
254 -1900318504 261
254 1496227361 6
254 893312325 254
254 -1552164916 266
254 528871323 230
254 1656788731 7
254 -62887838 2
254 -2134472828 4
254 -1248063078 6
254 1218766307 24
254 -658830620 32
254 -1245462222 238
253 -128615246 12
253 111956900 301
253 -1164232456 298
253 -192744837 166
253 -1039781653 466
252 -527890766 218
252 -583089598 54
252 -213250278 5
252 976586396 48
252 -1261558886 146
252 42365370 252
252 2082837612 200
252 2010928938 2
251 -1939330212 7
251 -434194828 290
251 1977240530 4
250 -825578115 167
250 -901334011 70
250 1040417256 110
250 1053819528 2
249 258070348 4
249 -1128368280 326
248 1311997107 10
248 -307094628 194
248 -514017840 7
248 -1295761225 124
247 -210475888 2
247 -340330606 6
247 1354116179 364
247 -1952120232 4
247 -162418360 6
246 923513051 2
246 2105335051 114
246 469617461 2
246 -899430592 3
245 -89967397 98
245 -1724664154 316
245 -1492071090 133
245 -374025397 217
245 -2052579634 20
244 1277313154 177
244 1109574810 2
244 730795521 228
244 1217093570 244
244 2014831328 244
243 123040985 186
243 425797001 20
243 1425695529 7
243 609590632 247
243 -1867734159 4
243 -1067280039 47
243 243570694 31
243 -1126026493 2
243 2134390694 4
243 -294885461 116
242 -1895283025 224
242 -382646024 246
242 -311992033 12
242 -794175995 242
242 727975353 242
242 -2088977050 20
241 1670170078 12
241 100189745 9
241 2040207649 230
240 -1453162757 238
240 1959564176 214
240 2012516346 238
240 -644367343 128
240 1548448138 174
240 717875118 250
240 642408800 108
240 -1376508987 2
240 1929213345 4
240 -1357412749 15
239 -1734444173 93
239 1014556465 13
238 1383597590 228
238 -303367790 199
238 -1172193263 39
238 2070437894 2
238 291285281 227
238 -89122383 4
238 -2010220310 4
238 -1666922236 24
238 -2053678031 20
238 -1757091759 378
238 -759139092 21
237 943052926 237
237 373528596 219
237 540288828 2
237 1614054855 52
237 1690368687 332
236 1847866916 16
236 925315815 20
236 1570341156 132
236 -1370920209 216
236 1774864601 6
236 1094562452 220
235 -1856554262 2
235 -1050379999 238
235 1307436484 50
235 -1157660204 134
235 -185622696 74
235 800567563 153
234 -898881184 238
234 307777320 234
234 -985090958 110
234 2095172094 134
234 -908992607 234
233 839378257 48
233 1479111957 132
233 2070253401 216
233 866734025 238
233 1343879089 4
233 1032200839 256
233 -1641830726 214
233 2038018621 2
233 1901444911 4
232 1686350751 219
232 -1307750771 8
232 -1575209891 260
232 -180493326 232
232 1931118343 8
231 431785708 222
231 2010957908 9
231 -267253350 236
231 -135929054 2
231 1578407359 122
231 1623561175 4
230 264345622 16
230 -2022331924 6
230 1528334359 230
230 1631932494 226
230 -2016593921 14
230 -1472098889 66
230 198908526 144
229 -1590753123 11
229 892935392 207
229 -543222011 223
229 -1541995127 5
229 760282751 4
229 1064552784 2
228 437891678 203
228 1826843934 20
228 -888967606 236
228 1541143360 216
228 1380428346 228
227 177992710 4
227 1135928264 192
227 477041134 5
227 1440269335 139
227 -1499340785 20
227 319730125 100
227 -162022433 306
226 -1757923068 212
226 -2083290209 12
226 -1909483324 8
226 -1856929767 10
226 -839368369 140
226 -192226796 218
226 -1327467865 10
226 -1844180801 66
225 -1479387221 45
225 -148600444 179
225 -743276640 280
224 -302222886 38
224 -560987086 129
224 1489007842 12
224 1529606160 18
224 853566458 224
222 1278822152 228
222 1175724700 15
222 -561776871 224
222 984684604 12
222 1357391659 14
222 689017212 96
222 1696586957 222
222 1101148878 208
222 875282857 206
222 -749504442 222
222 1823723084 216
221 1451838759 327
221 681078103 4
221 960188862 8
221 1976115803 149
221 -1739741599 2
221 -965796829 210
221 -740591528 3
221 -1072154477 14
221 -130617404 224
220 1480818494 20
219 -560780613 205
219 -2132236477 14
219 -487623428 541
219 -547816780 266
218 -909494956 296
218 224945176 218
218 -979699132 2
217 441986377 212
217 1749572398 105
217 151283692 205
217 961135263 237
217 293973548 6
217 576973070 104
217 -1584400311 20
216 -811485274 82
216 -548161155 2
216 -2108274237 2
216 -435651896 215
216 -2092904716 225
216 -1430929854 244
216 -2066824946 128
216 -46875085 216
216 -348100488 2
216 -965575912 3
215 -1595008500 42
215 816585041 197
215 890295057 32
215 791949513 219
215 467499773 215
215 -1908640572 232
215 309236001 24
215 1198445065 20
215 -660182796 4
214 -1079273693 184
214 1309015241 10
214 -1147189419 202
213 -1405295096 242
213 -1753275730 83
213 1320087293 213
213 -747716446 4
213 -128353505 6
213 -175813858 9
213 -1383090112 4
213 -1250163294 222
212 -1737687601 211
212 -722214515 2
212 -1927770321 3
212 -316639952 203
212 2052175267 12
212 -1142121936 3
212 917451075 20
212 395499219 200
212 1452972571 72
211 -1406211742 45
211 -746338478 160
211 -833233477 237
211 -373800747 7
210 -1152661791 8
210 -1163659247 198
210 1656092212 6
209 -1986830215 193
209 1373907384 8
209 -1529382034 22
209 -1954426343 16
208 -653478257 62
208 -1320615489 131
208 -170716594 88
208 541780320 4
208 -947733642 128
208 133238416 4
207 -1225675397 207
207 1078855201 187
207 1673128519 121
207 -1165258828 204
207 992860121 20
207 853695615 88
206 1990668634 2
206 1140486690 204
205 1191145740 90
205 1078033492 9
205 -1534451116 20
205 1224990660 106
205 -613996410 203
205 413736015 118
204 2037683710 15
204 652011632 2
204 1616543350 12
204 -546827289 204
204 -806390269 220
204 -611143769 220
203 -334532430 4
203 -1220270680 4
203 1032650354 2
203 1515411050 12
203 -114209237 209
203 -1765973848 188
203 -1313075814 2
202 -1128059082 87
202 314050988 207
202 751224661 20
202 2049045757 326
202 929790622 20
202 1829303393 2
201 1237709709 202
201 1728664854 259
201 614782073 111
201 1296809117 123
201 712552126 4
201 1402308913 24
201 1636202105 102
200 516368461 204
200 -988183445 548
200 -423279042 128
200 -1227596887 365
200 -1677398753 184
199 1760640539 129
199 1636242649 5
199 -597892617 199
199 -349081889 571
199 224692064 270
199 150638579 190
199 -324984 189
199 488656827 2
199 -723406448 8
199 -1102017959 187
199 -753241225 506
198 -635130061 24
198 -1648415674 10
198 -222551773 110
198 -1036984946 308
198 249632653 2
198 2048358269 204
198 -180645818 4
198 2000774498 12
198 -1421436310 2
197 1867164057 14
197 1327959943 197
197 -1813822302 8
196 81684527 1149
196 -637474182 8
196 897363197 176
196 -2017435961 7
196 733785637 20
196 603112902 1162
196 732024496 202
196 1241214220 4
196 36721076 192
196 1932129695 48
195 -1631128380 175
195 -30513237 213
195 1965175241 191
195 724889713 4
195 -729652994 258
194 -401940144 46
194 -1681926088 310
194 497970220 202
194 81011739 4
194 -1463389664 10
194 581592115 186
194 -110308651 14
194 -1288186876 214
194 140959138 190
194 -928567972 20
194 -446652171 160
194 -407907884 236
194 373805054 2
194 -865180827 20
194 -342206307 32
194 206190210 4
194 -398363804 2
193 1755818555 17
193 -1367430812 5
193 -1258647247 170
193 1232207979 93
193 1009859267 20
192 -269393036 192
192 1002815034 216
192 1567007255 196
191 -667328654 193
191 -1745125107 192
191 -1946642260 9
191 -358947763 189
191 814413637 2
191 -289654478 2
190 547407323 31
190 1945566326 17
190 443373986 14
190 -1043443371 5
190 -553606977 6
190 1665570859 239
190 1459883062 2
189 1933285086 181
189 -1297564538 15
189 2049297124 236
189 900925772 2
188 1535560130 50
188 476183186 2
188 167264548 204
188 1795308755 4
188 -1968283042 30
188 2062913809 184
188 -890076327 172
187 232200573 23
187 -1539523917 172
187 1275600720 7
187 1746809037 92
187 -834064384 2
187 -1721622181 15
187 1825216480 220
187 -45862894 234
186 -424455780 270
186 -277639068 177
186 -393304468 2
186 1092379763 370
186 -577208472 200
186 -1137571695 130
186 -1147353468 7
186 -1012460478 184
186 -1642796305 14
186 -1430419953 52
185 2117773708 27
185 -1743768084 196
185 607206600 10
185 -1905552580 20
185 51015716 2
184 841926732 192
184 -162868352 552
184 744799130 110
184 -475544904 10
184 -1674256164 194
184 1061077802 4
184 1228954826 66
184 -871675672 584
184 298968249 238
184 2142849710 188
184 1651046642 20
184 618186145 2
183 1732180911 8
183 76717927 171
183 1796228751 150
183 -1491204403 3
183 -787363770 20
183 -2082047754 204
183 597468647 2
183 -1712535635 2
183 -663806331 6
183 -205273838 773
182 528496406 4
182 613655958 54
182 1242198431 184
182 -747895707 182
182 105359359 192
181 -987145212 265
181 -2094029407 2
181 -1467115623 223
181 -54382525 210
181 -686877004 2
181 -1754271604 2
181 -1560458369 56
180 1801386278 176
180 -1143840482 175
180 -1149999114 5
180 1841047004 183
180 916518503 484
180 1027921763 176
180 -561548387 2
180 -429078398 8
180 -1725492283 176
180 367143039 179
180 1348914101 4
180 -1935024172 140
180 -1431078254 2
179 -641554708 4
179 -1594549222 134
179 -2034211484 8
179 -1004950854 8
179 -1227639452 194
178 -109864095 14
177 -139078544 127
177 -843067328 69
177 -836319464 2
177 -1553729408 105
177 -53226680 6
177 1448974120 126
176 -881154961 176
176 1966256653 173
176 637483853 2
176 1399906688 176
176 397144253 148
176 1432452366 218
175 -733360191 283
175 -1952716033 5
175 -338997465 13
175 -1911864769 146
175 1369694067 163
174 1715723172 1146
174 1724403004 216
173 -545814828 174
173 89250546 73
173 -1167342391 20
173 -596446556 3
173 917880626 180
173 -1817933188 18
173 -1410777383 166
173 758185495 2
173 2045661938 6
172 712117177 196
172 -299158085 186
172 2064932761 160
172 -1159591373 164
172 525777016 172
172 1996248959 724
171 -1390479364 179
171 13204537 132
171 -1136778287 6
171 -529645793 320
170 1121450163 10
170 -848202135 168
170 -1870894820 126
170 1865693419 10
170 -424082209 2
170 -256854058 166
170 1916192011 16
170 -1923968956 20
170 -1975535199 2
169 868044139 157
169 -819334389 6
169 289090217 2
169 1424669683 16
169 945157095 2
169 1070661671 710
169 -1294419199 9
169 620842113 510
169 430458945 20
169 -676808453 2
168 455788675 126
168 1291966419 130
168 1148005371 2
168 223063650 2
168 -1931634881 58
168 818548497 4
168 1111789267 168
168 -1562409779 176
168 2144223491 166
168 1572153890 166
168 606484583 160
168 -1022561356 162
167 1345755781 189
167 1050706336 139
167 -666910098 181
167 2096363088 196
167 1083860456 108
166 304946633 202
166 557114036 126
166 -1586128666 176
166 -1233241278 168
166 907867547 166
166 1063265159 170
166 291210459 8
166 -104506925 154
165 770405947 2
165 -716532908 162
165 1698234682 206
165 709414035 4
165 -972705118 3
165 1194730803 162
165 862101916 152
164 -628345906 116
164 445811697 160
164 1070653705 2
164 -1521013519 190
164 -2111617026 44
164 -49501084 2
164 -1107103319 166
164 -798611588 220
163 1824500708 123
163 -173898786 163
163 -1941123276 134
163 753295839 198
163 559062027 165
163 -1770268204 2
162 -1482999080 10
162 984801130 156
162 -430634453 48
162 1877534270 20
162 -1841538576 146
162 818329786 2
162 -1961985785 164
161 1267118223 118
161 964380 43
161 15488276 104
161 399156588 2
160 -1256350499 5
160 558615324 283
160 -323730263 128
160 -1763833873 124
160 1341964148 105
160 -1931872334 184
160 157249554 2
160 -997751754 160
160 1527530362 146
160 1520958963 160
159 -1224618595 12
159 -668564755 37
159 1747186147 159
158 -822427804 180
158 140100344 585
158 -1135636206 130
158 943832808 168
158 1021668837 12
158 -899821462 16
158 -74273335 2
158 -947417544 2
158 1450813214 150
158 940430217 28
158 1004195769 110
158 37470800 4
158 -1663672091 166
158 2065549072 12
158 -2105687942 156
157 706713568 60
157 -1516863184 134
157 1602206005 164
157 -1658706083 144
157 617331333 206
156 -302165971 4
156 1400681764 20
156 1898588908 148
156 -1150596147 4
156 1101413847 50
156 609456357 172
156 -3821023 2
156 58705956 136
156 -1471508763 20
155 259347837 153
155 1879155607 12
155 -720332405 174
155 1901938300 8
155 21731535 6
154 596322746 20
153 710092478 6
153 24103758 162
153 479058214 252
153 -1615073248 14
153 -1393282941 162
152 242002485 143
152 846350889 130
152 -468137533 149
152 1754950021 4
152 230939872 222
152 -924707853 66
152 1246601473 4
152 377711145 20
151 -1469902544 155
151 114250555 153
151 602669465 181
151 -631917394 3
151 -585496538 3
150 1508024961 148
150 1421454098 168
150 1057009617 2
150 1030049420 10
150 1477457295 152
150 771853618 4
150 396247766 226
150 2067443455 2
149 1590909452 285
149 181642039 132
149 613330759 23
149 -584088932 5
149 862049775 2
149 -1144599976 26
149 98350772 6
149 -373002817 4
148 -497610370 13
148 1014926678 108
148 -2146094212 7
148 2022112576 138
148 -1381635928 173
148 -2112656477 148
148 -1433962084 278
148 -74330917 4
148 1810578269 226
148 187930048 6
148 493074709 2
148 -1409158084 160
148 -1037967430 148
148 1034306499 6
147 -1398003882 131
147 -584170847 35
147 -1601894914 9
147 317498570 9
147 1912706757 6
147 765420898 138
147 -1627844391 116
146 1017729220 32
146 1805275680 22
146 -1934989774 140
146 -704841966 20
146 313497615 177
146 -1043581182 7
146 -1139274742 198
146 -235512397 92
146 909700372 8
146 1175878384 8
146 406781335 3
146 -2087790342 146
145 1179025283 155
145 -1580827160 3
145 -1626035592 128
145 -875316932 132
144 -1204417387 140
144 48979887 8
144 -1570995805 26
144 459182554 132
144 671143861 106
144 1233465656 148
144 800536031 26
144 -307765635 4
144 709883303 4
144 754115111 106
143 612518719 156
143 -1441232862 131
143 1562293887 150
143 2034651172 253
143 -401931284 138
143 -1921434263 122
143 1541032787 2
143 1463395848 168
143 2092927027 4
143 1316182869 148
142 1078927203 4
142 -560089596 42
142 -594044115 36
142 -1474441464 261
142 -909459990 142
142 -1833687491 2
142 1339640395 26
142 -1654944196 90
142 135897997 128
141 -455370066 6
141 -1629280672 141
141 1418833792 2
141 -688043885 4
141 2055628432 21
141 -240418058 6
141 1427813638 102
141 120875768 386
140 -2058870706 174
140 131146857 140
140 -594210980 149
140 1747932371 136
140 -1547121903 8
140 -2059984296 144
139 2020867869 358
139 640297376 138
139 1024381896 12
139 1560941757 400
139 460547557 20
139 -1555657102 139
139 1450032272 4
138 -1968841257 2
138 1754990240 4
138 -1463605170 139
138 790145762 10
138 -1560164346 12
138 1038884488 142
138 -797645517 90
138 -1903632074 9
138 -47574907 146
138 563980288 136
137 1954648076 129
137 1027937286 116
137 1994294142 2
137 -2058279629 140
136 1036066485 108
136 2129847207 108
136 16861228 2
136 852192301 37
136 -1624194208 151
136 1474971872 52
136 704156109 20
136 -726503260 2
136 -478864804 132
136 1533714573 8
135 -1207451629 12
135 -1353826675 69
135 1270396882 113
135 -671769858 2
135 -111545706 641
134 526567257 134
134 -1652899142 138
134 405770683 2
134 -54303399 150
134 2074179333 118
133 -1613682693 157
133 -1141689501 4
133 1724561235 141
133 303692483 2
133 -1138757629 565
133 -2107109285 64
133 -1133951061 2
133 -996576262 8
133 1760678331 2
132 1792925647 128
132 -987943886 20
132 -68012130 5
132 -1259193270 112
132 -1896835290 148
132 -132112624 116
132 716642692 2
132 -1076177176 18
132 -907217846 2
132 2087560645 192
132 500578935 4
132 375131935 2
131 1129920365 4
131 -306224378 116
131 837801024 45
131 322471818 135
131 -795155107 52
131 -1574048542 3
131 -1710703066 3
131 -1311084433 40
131 -667990363 144
131 -341867362 16
130 521506999 106
130 -1650360211 23
130 2114046007 10
130 -393001295 144
130 1354845960 124
130 -243695980 126
130 2140258824 8
130 -2006515535 120
130 1539973339 130
130 -9028940 4
130 -1472165284 262
130 -709289194 4
130 2139351683 134
130 -432114346 4
130 -1465924554 6
130 -1880882819 2
130 -785406306 132
130 -295596799 6
129 1074769492 129
129 -2019760656 15
129 1262846193 232
129 355989320 123
129 -523620129 133
129 -340475768 126
129 -858564410 484
129 1167709152 6
129 77368577 68
129 257056580 110
129 1688859801 12
129 1143227569 129
128 -1253234107 4
128 785870814 6
128 2130076099 4
128 1271965014 14
128 585981235 108
128 -1680498089 4
128 695524710 198
128 -83547825 126
128 1832955246 2
128 -1201088649 2
127 1072033986 120
127 1655690632 25
127 1630996073 10
127 -1722861781 3
127 -670441106 4
127 1139038516 151
127 -1925805274 12
127 1312681376 125
127 -819140373 120
127 -1250173292 2
126 150214396 103
126 -988646975 7
126 1455312065 90
126 558928356 9
126 -1294573340 126
126 1049404345 104
126 513623505 88
126 980673699 132
126 -760523071 119
126 -338897246 120
126 1511572865 13
126 635693718 2
126 -692736982 2
125 1941892830 114
125 -1356804646 115
125 -1859176499 4
125 -470424094 14
125 135135759 136
125 727607935 6
125 -1858343883 124
125 -653920350 2
125 -1617636883 18
125 -298364110 4
124 1584407707 107
124 825108117 124
124 2090030931 128
124 -1998223324 100
124 -986181 8
124 -210907977 124
124 -817136506 130
123 92411071 14
123 1730205599 2
123 73665738 125
123 359360239 118
123 -876880993 2
123 1327334674 2
123 172530479 5
123 -1056963809 134
123 -557902518 2
123 1656817383 116
122 1016509752 141
122 -623256601 4
122 -1272859809 6
122 -1134988557 14
122 -4648381 4
122 -593050037 6
122 219665205 92
122 -1354341949 128
122 1586527527 4
121 -1835186849 6
121 1764987716 107
121 -1705356401 136
121 -2070488950 127
121 1108668956 542
121 688486599 5
120 -1360161312 34
120 1857168727 126
120 -350400229 57
120 -848378944 140
120 -750960040 8
120 321574858 120
120 -1286462940 20
120 1302073002 120
120 -469400472 78
120 -1390490044 146
120 -1558876129 112
120 -2096323869 6
120 1804359767 2
120 375346278 128
119 -1843614792 104
119 -987695792 4
119 2034038383 151
119 184344496 128
119 -256941761 119
119 -1876638421 116
119 -1089773005 13
119 278172904 4
119 -227579980 8
119 -1582129509 3
119 1020106524 128
119 -121873547 109
119 1650356849 123
119 1646204662 122
119 -96844099 8
119 -577155870 58
119 1858672630 4
119 -818225781 106
119 -1022410168 12
119 -231358612 112
118 302979613 190
118 -835021987 6
118 -929980821 110
118 1250077410 44
118 1598471594 9
118 1084954196 594
118 691351090 130
118 -154833802 12
118 -1909383861 2
118 -663174893 72
118 -1890292269 2
118 1379373065 116
118 -967389469 128
117 -990751801 164
117 11903697 117
117 751988707 98
117 -1316216609 13
117 255472947 20
117 -1373640926 408
117 1515907363 20
117 1757903483 337
117 -386631150 2
116 203939946 51
116 -329300664 20
116 968740728 136
116 -1195778773 20
116 1236329570 62
116 1953170059 12
116 -1996189992 2
116 -1733459256 108
115 761383506 590
115 -758383077 122
115 869916962 115
115 1608944682 502
115 -300470417 10
115 2007082814 113
115 -835071337 4
115 1594011198 110
115 -231222545 2
114 -1640181313 10
114 -2021580851 116
114 819863931 154
114 893855028 90
114 -344821731 147
114 590456566 82
114 1888772372 2
114 1940126936 116
113 1972677906 111
113 2037827080 119
113 1963751882 20
113 614327194 123
113 1296800663 48
113 -1041700602 113
113 900775383 4
113 845465118 132
113 1747938914 2
112 797115546 57
112 666482555 4
112 -1676650788 116
112 899468832 116
112 507450800 114
112 -81602133 14
112 1382553768 114
112 -1512973397 46
112 -43892335 112
112 1852893495 2
112 1127383502 2
112 -1782717733 20
112 971230719 2
112 1129463373 112
111 -1431607250 17
111 -1226361458 121
111 -169361877 106
111 -1162369332 3
110 -1033531899 100
110 1179579952 124
110 -55438324 110
110 -484119995 20
109 -333382191 45
109 744128592 9
109 1994351164 12
109 -1001156924 28
109 416358397 109
109 -1317661748 124
109 -1821090501 107
109 1045209459 4
109 -1752415434 37
109 1889080459 96
109 -170734154 24
109 -1041722891 126
109 -54616149 190
109 1950429660 103
109 467379872 20
108 -937410791 6
108 290496117 112
108 79579841 108
108 -1443043163 2
108 -1656709210 20
108 -274352266 2
108 -1126640330 3
108 -1912488611 2
108 -215409496 110
108 -1122222314 104
107 -330272076 71
107 -1238660742 124
107 -904077356 67
107 -1328306228 12
107 -1132102509 128
107 -1525608838 8
107 -589520925 9
107 -303481244 20
107 -548209885 3
107 -460690532 128
107 -1009739140 12
107 -2141114981 2
107 822195261 130
107 -431106068 20
107 -1231854325 62
106 994697340 302
106 1177462894 106
105 358148678 87
105 -622714723 105
105 -2026315744 12
105 132361819 99
105 1179710629 12
105 -1602018928 20
105 -2094584795 2
105 1012643784 95
105 -1006164637 6
105 795986075 6
105 1519897687 2
105 -968689066 2
105 1529845333 122
105 -1933330233 40
104 1574753203 6
104 361501187 6
104 1205585755 92
104 864722700 104
104 -1505724751 7
104 1936386504 72
104 1407845932 104
104 -232059058 16
104 -1563184279 92
104 -1006597719 208
104 -189237447 8
104 476492476 140
103 -1463759699 66
103 -336234899 108
103 -1961111739 2
103 -1484398477 8
103 -736936364 3
103 -1458478612 82
103 795682030 104
103 1039675001 2
103 -1779494716 32
103 1925187990 2
103 -1603504293 5
103 1873869149 4
103 683772081 48
103 -1393784971 2
103 384023049 42
102 -531135635 5
102 -1875766650 2
102 -1241880059 110
102 -469689818 114
102 377493193 18
102 1785418653 128
102 659281314 74
102 866834514 2
102 -13731323 5
102 1049896842 20
102 751129378 2
102 719312045 2
101 -1455379367 103
101 -549516284 189
101 2008977276 145
101 -1248642992 16
101 -955587264 100
101 -1781372096 3
101 -2035073939 102
101 -79298131 10
101 -1388872175 8
101 -1572005172 4
100 -1003792227 96
100 1037366842 106
100 1261493493 2
100 318652493 74
100 -298831038 4
100 1610188636 2
100 -1114597218 44
100 -380354770 48
100 1996887381 24
100 -526625734 20
100 484615622 6
100 424219494 94
99 408738631 83
99 -2095876540 536
99 66476105 4
99 1873098077 92
99 1158014993 20
99 1045085539 3
99 628574375 2
98 -2000396818 4
98 1455402255 106
98 -727279064 2
98 501840908 20
98 1067513637 16
97 370926531 3
97 1259283399 112
97 212116915 116
97 1856326584 2
96 1318730880 123
96 -921585708 133
96 -1029717095 4
96 -1503592043 86
96 -946018175 26
96 189888718 2
96 -1578033323 98
96 -825746044 3
96 -125871419 4
96 1663077737 666
96 816918121 24
95 941519167 87
95 -1050107749 105
95 -1523062213 100
95 -437537693 10
95 1008204275 5
95 436960619 3
95 1159052075 6
94 -1211639253 18
94 -1436687148 90
94 -1155806972 4
94 -1433531493 2
94 -1915275132 2
94 -29872788 94
94 -892135428 2
94 -2115934293 72
93 -634648561 60
93 -1971199809 8
93 -3132825 72
92 -2033458292 41
92 -1204888947 97
92 -545438928 20
92 -1461213441 96
92 163440408 2
92 -517968883 7
92 -1969530819 2
92 -1308724155 5
92 -1406473408 74
92 176770825 90
92 -1425377747 436
92 -1902844819 20
91 -1058473635 791
91 188556649 95
91 -218965403 191
91 382694547 110
91 2138465880 6
91 859525072 135
91 1085252977 2
91 2110577400 19
91 1483307136 68
91 1184058771 9
91 -814449251 4
90 876520760 20
90 -779836913 45
90 -982880545 48
90 1041920688 17
90 403392458 10
90 652927945 102
90 -1395571940 20
90 -1805852669 2
90 -1989942877 24
90 1582033378 14
90 -439522280 34
90 1612987530 66
90 -382348736 592
90 1309204184 12
89 1295578583 86
89 -1833178629 18
88 347665968 110
88 1659314139 93
88 -1274548677 2
88 -1082585828 88
88 1253194349 20
88 -1248269141 86
88 390913102 42
87 -2059733466 7
87 -1667866199 89
87 310627024 363
87 -642306807 4
87 -488903807 62
87 189995952 190
87 -115659693 2
87 1275112592 2
87 1738402798 2
87 -2010071223 21
86 118140386 200
86 442638278 128
86 1051183389 134
86 1564993421 80
86 1864618477 6
86 -1612615916 6
86 -1057704477 255
86 1111411112 8
86 1061242370 142
86 601284861 92
86 -394046750 40
86 1763138316 90
86 1026410791 3
86 -4595859 110
85 1855878340 67
85 -722921996 21
85 278510172 20
85 -1496980301 5
85 2049403164 12
85 1446467611 63
85 2112193619 2
85 -2132435204 20
84 -1094270879 2
84 -1482287319 104
84 -1857823952 10
84 -1996341122 24
84 -337838116 22
84 -661685322 4
84 -1197626823 12
84 -1054428698 80
84 1762763416 3
84 1310711195 104
84 -1771693583 5
84 -158628807 6
84 -1652782366 178
84 -2127097903 167
84 -799523132 18
84 -475050614 2
84 -1962788231 92
83 -1743474984 9
83 66632789 13
83 17915889 102
83 -1153048645 2
83 -1251419971 82
83 -999482480 4
83 -1369329228 88
83 1215605506 4
83 359275508 122
82 1148064349 110
82 -2036360454 17
82 569361457 13
82 1299153362 10
82 -1238492609 2
82 624299233 64
82 462985360 82
82 150026422 40
82 1901270517 2
82 1310219349 6
82 1691284482 66
82 -427620608 20
82 1148590805 16
82 1228192214 24
81 -513189089 11
81 966935088 117
81 1956450701 66
81 -877447110 8
81 558303406 20
80 -2034848390 106
80 -1403002267 72
80 -502578926 2
80 859820722 194
80 1351123564 20
80 -941920199 102
80 1185115403 2
80 19360059 62
80 7627605 72
79 617047852 19
79 -99107065 2
79 1432538772 16
79 1827841572 122
79 1903560586 72
79 1701561034 28
79 1924880130 41
78 -206690875 28
78 904933939 16
78 1840865706 16
78 1824211834 58
78 1472169489 20
78 -868907040 9
78 53664501 6
78 1488610965 4
78 -1965859115 48
78 -2074346834 76
78 -1357931387 2
78 1019333622 312
78 -830467922 2
78 -272284988 78
78 -1210131901 114
78 820646497 2
77 905777461 77
77 726206064 12
77 1850363853 56
77 -1940633829 6
77 -1029962001 35
77 1416273464 48
77 1224893240 20
77 -1986857414 8
77 1426926085 4
77 2411309 6
77 672317392 76
77 -124974477 64
77 -1020615889 2
76 1368202385 50
76 1678307322 18
76 -1692229027 2
76 1880635393 6
76 -863296176 74
76 2114823984 2
76 1780987321 20
76 1016086477 2
76 1381490122 56
76 -380237731 78
76 -1980255297 180
76 -1599715875 4
75 -1346446714 11
75 -1727846050 111
75 1711596594 37
75 1886563538 30
75 -2093920806 2
75 1366718687 14
75 -1721147802 4
75 -309398774 34
75 -1795036101 4
74 1973706770 30
74 960758128 34
74 150210504 40
74 -1908298687 11
74 -89571766 94
74 858217951 32
74 1429985793 80
74 -374368913 12
74 -1725761559 32
74 213687204 114
74 1698542052 2
74 -1345007988 74
74 -198077185 6
73 1419785110 69
73 -41402803 88
73 2136744510 7
73 590665310 4
73 2142569178 41
73 104043047 34
73 1778673322 6
72 -16272790 104
72 259469792 72
72 1225587709 9
72 581945909 5
72 -1294980259 2
72 -153599011 44
72 2124221644 2
72 1701571266 20
72 -224336373 48
71 -1832387155 13
71 -250599696 8
71 1809978593 68
71 -1117425939 78
71 462076906 4
71 591859340 9
71 -393746090 3
71 -1311418458 74
70 -1645075197 70
70 985192977 55
70 -1821783316 14
70 1032350718 45
70 1690426573 2
70 -1739084261 4
70 674437804 92
70 444979401 17
70 2118535237 122
70 -81909596 56
69 1827960302 17
69 1260713542 73
69 -1549464264 68
69 1519335902 11
69 1039822024 117
69 -1977838438 10
69 1869361564 2
69 -456510200 4
69 -446608582 66
69 442719666 2
68 -1423226700 48
68 -239122979 2
68 -924129682 8
68 -817343969 40
68 876526734 2
68 464121440 4
68 -7328321 76
68 -114973914 60
68 -696463713 2
68 566779445 62
68 440969421 4
67 1119698233 50
67 614845825 39
67 -886416311 54
67 1816361735 11
67 -2101809427 59
67 889980097 19
67 661652578 5
67 -1558949547 2
67 776517849 211
67 1902550586 10
67 -1237936937 2
67 -1109477022 56
67 -577525497 20
66 -764726930 9
66 -624415289 6
66 201992083 66
66 -392067730 64
66 -921945881 2
66 866022807 20
66 -340116473 65
66 -35767482 99
